pitch,a,h,T
1.4,2.6,0.3,0.78262 
1.4,2.6,0.5,0.85472 
1.4,2.6,0.7,0.64590 
1.4,2.6,0.9,0.76532 
1.4,2.8,0.1,0.64467 
1.4,2.8,0.3,0.71531 
1.4,2.8,0.5,0.92572 
1.4,2.8,0.7,0.67684 
1.4,2.8,0.9,0.72664 
1.4,3,0.1,0.66283 
1.4,3,0.3,0.66262 
1.4,3,0.5,0.92037 
1.4,3,0.7,0.73635 
1.4,3,0.9,0.69270 
1.6,0.4,0.1,0.67363 
1.6,0.4,0.3,0.71350 
1.6,0.4,0.5,0.72201 
1.6,0.4,0.7,0.69884 
1.6,0.4,0.9,0.65998 
1.6,0.6,0.1,0.69396 
1.6,0.6,0.3,0.77886 
1.6,0.6,0.5,0.81302 
1.6,0.6,0.7,0.77114 
1.6,0.6,0.9,0.68405 
1.6,0.8,0.1,0.69475 
1.6,0.8,0.3,0.80926 
1.6,0.8,0.5,0.89840 
1.6,0.8,0.7,0.86297 
1.6,0.8,0.9,0.71616 
1.6,1,0.1,0.67416 
1.6,1,0.3,0.77877 
1.6,1,0.5,0.92485 
1.6,1,0.7,0.95159 
1.6,1,0.9,0.75416 
1.6,1.2,0.1,0.65147 
1.6,1.2,0.3,0.71616 
1.6,1.2,0.5,0.86956 
1.6,1.2,0.7,0.99827 
1.6,1.2,0.9,0.79448 
1.6,1.4,0.1,0.64402 
1.6,1.4,0.3,0.66353 
1.6,1.4,0.5,0.77645 
1.6,1.4,0.7,0.97698 
1.6,1.4,0.9,0.83147 
1.6,1.6,0.1,0.65718 
1.6,1.6,0.3,0.64947 
1.6,1.6,0.5,0.69595 
1.6,1.6,0.7,0.90001 
1.6,1.6,0.9,0.85874 
1.6,1.8,0.1,0.68165 
1.6,1.8,0.3,0.67490 
1.6,1.8,0.5,0.65298 
1.6,1.8,0.7,0.80557 
1.6,1.8,0.9,0.87000 
1.6,2,0.1,0.69756 
1.6,2,0.3,0.73420 
1.6,2,0.5,0.65212 
1.6,2,0.7,0.72350 
1.6,2,0.9,0.86315 
1.6,2.2,0.1,0.69007 
1.6,2.2,0.3,0.79387 
1.6,2.2,0.5,0.69501 
1.6,2.2,0.7,0.66838 
1.6,2.2,0.9,0.83979 
1.6,2.4,0.1,0.66664 
1.6,2.4,0.3,0.80820 
1.6,2.4,0.5,0.77483 
1.6,2.4,0.7,0.64358 
1.6,2.4,0.9,0.80480 
1.6,2.6,0.1,0.64674 
1.6,2.6,0.3,0.76651 
1.6,2.6,0.5,0.86789 
1.6,2.6,0.7,0.64872 
1.6,2.6,0.9,0.76508 
1.6,2.8,0.1,0.64568 
1.6,2.8,0.3,0.70182 
1.6,2.8,0.5,0.92483 
1.6,2.8,0.7,0.68502 
1.6,2.8,0.9,0.72605 
1.6,3,0.1,0.66395 
1.6,3,0.3,0.65732 
1.6,3,0.5,0.90055 
1.6,3,0.7,0.74991 
1.6,3,0.9,0.69193 
1.8,0.4,0.1,0.67223 
1.8,0.4,0.3,0.71230 
1.8,0.4,0.5,0.72256 
1.8,0.4,0.7,0.69978 
1.8,0.4,0.9,0.65997 
1.8,0.6,0.1,0.69214 
1.8,0.6,0.3,0.77431 
1.8,0.6,0.5,0.81194 
1.8,0.6,0.7,0.77325 
1.8,0.6,0.9,0.68453 
1.8,0.8,0.1,0.69128 
1.8,0.8,0.3,0.80051 
1.8,0.8,0.5,0.89407 
1.8,0.8,0.7,0.86664 
1.8,0.8,0.9,0.71699 
1.8,1,0.1,0.67152 
1.8,1,0.3,0.76866 
1.8,1,0.5,0.91333 
1.8,1,0.7,0.95468 
1.8,1,0.9,0.75572 
1.8,1.2,0.1,0.65013 
1.8,1.2,0.3,0.70876 
1.8,1.2,0.5,0.85378 
1.8,1.2,0.7,0.99828 
1.8,1.2,0.9,0.79652 
1.8,1.4,0.1,0.64452 
1.8,1.4,0.3,0.66210 
1.8,1.4,0.5,0.76181 
1.8,1.4,0.7,0.97150 
1.8,1.4,0.9,0.83394 
1.8,1.6,0.1,0.65861 
1.8,1.6,0.3,0.65300 
1.8,1.6,0.5,0.68702 
1.8,1.6,0.7,0.89121 
1.8,1.6,0.9,0.86133 
1.8,1.8,0.1,0.68148 
1.8,1.8,0.3,0.68274 
1.8,1.8,0.5,0.65104 
1.8,1.8,0.7,0.79541 
1.8,1.8,0.9,0.87233 
1.8,2,0.1,0.69522 
1.8,2,0.3,0.74122 
1.8,2,0.5,0.65853 
1.8,2,0.7,0.71606 
1.8,2,0.9,0.86525 
1.8,2.2,0.1,0.68659 
1.8,2.2,0.3,0.79365 
1.8,2.2,0.5,0.70856 
1.8,2.2,0.7,0.66375 
1.8,2.2,0.9,0.84103 
1.8,2.4,0.1,0.66379 
1.8,2.4,0.3,0.79788 
1.8,2.4,0.5,0.79351 
1.8,2.4,0.7,0.64318 
1.8,2.4,0.9,0.80524 
1.8,2.6,0.1,0.64600 
1.8,2.6,0.3,0.75022 
1.8,2.6,0.5,0.88075 
1.8,2.6,0.7,0.65417 
1.8,2.6,0.9,0.76470 
1.8,2.8,0.1,0.64718 
1.8,2.8,0.3,0.69063 
1.8,2.8,0.5,0.91785 
1.8,2.8,0.7,0.69551 
1.8,2.8,0.9,0.72519 
1.8,3,0.1,0.66567 
1.8,3,0.3,0.65494 
1.8,3,0.5,0.87364 
1.8,3,0.7,0.76684 
1.8,3,0.9,0.69103 
2,0.4,0.1,0.67105 
2,0.4,0.3,0.71064 
2,0.4,0.5,0.72261 
2,0.4,0.7,0.70092 
2,0.4,0.9,0.66046 
2,0.6,0.1,0.68883 
2,0.6,0.3,0.76810 
2,0.6,0.5,0.81124 
2,0.6,0.7,0.77550 
2,0.6,0.9,0.68510 
2,0.8,0.1,0.68755 
2,0.8,0.3,0.78825 
2,0.8,0.5,0.88825 
2,0.8,0.7,0.87043 
2,0.8,0.9,0.71817 
2,1,0.1,0.66814 
2,1,0.3,0.75428 
2,1,0.5,0.89883 
2,1,0.7,0.95800 
2,1,0.9,0.75730 
2,1.2,0.1,0.64948 
2,1.2,0.3,0.69760 
2,1.2,0.5,0.83600 
2,1.2,0.7,0.99738 
2,1.2,0.9,0.79845 
2,1.4,0.1,0.64603 
2,1.4,0.3,0.65911 
2,1.4,0.5,0.74709 
2,1.4,0.7,0.96489 
2,1.4,0.9,0.83640 
2,1.6,0.1,0.66004 
2,1.6,0.3,0.65680 
2,1.6,0.5,0.67961 
2,1.6,0.7,0.87970 
2,1.6,0.9,0.86389 
2,1.8,0.1,0.68208 
2,1.8,0.3,0.69147 
2,1.8,0.5,0.65205 
2,1.8,0.7,0.78486 
2,1.8,0.9,0.87500 
2,2,0.1,0.69270 
2,2,0.3,0.74849 
2,2,0.5,0.66841 
2,2,0.7,0.70683 
2,2,0.9,0.86716 
2,2.2,0.1,0.68251 
2,2.2,0.3,0.79118 
2,2.2,0.5,0.72637 
2,2.2,0.7,0.65962 
2,2.2,0.9,0.84207 
2,2.4,0.1,0.66054 
2,2.4,0.3,0.78231 
2,2.4,0.5,0.81288 
2,2.4,0.7,0.64414 
2,2.4,0.9,0.80530 
2,2.6,0.1,0.64583 
2,2.6,0.3,0.73150 
2,2.6,0.5,0.88969 
2,2.6,0.7,0.66088 
2,2.6,0.9,0.76426 
2,2.8,0.1,0.64877 
2,2.8,0.3,0.67760 
2,2.8,0.5,0.90317 
2,2.8,0.7,0.70947 
2,2.8,0.9,0.72433 
2,3,0.1,0.66783 
2,3,0.3,0.65313 
2,3,0.5,0.84211 
2,3,0.7,0.78748 
2,3,0.9,0.69014 
2.2,0.4,0.1,0.66949 
2.2,0.4,0.3,0.70837 
2.2,0.4,0.5,0.72280 
2.2,0.4,0.7,0.70213 
2.2,0.4,0.9,0.66058 
2.2,0.6,0.1,0.68493 
2.2,0.6,0.3,0.76008 
2.2,0.6,0.5,0.80932 
2.2,0.6,0.7,0.77817 
2.2,0.6,0.9,0.68544 
2.2,0.8,0.1,0.68215 
2.2,0.8,0.3,0.77200 
2.2,0.8,0.5,0.87853 
2.2,0.8,0.7,0.87428 
2.2,0.8,0.9,0.71931 
2.2,1,0.1,0.66403 
2.2,1,0.3,0.73658 
2.2,1,0.5,0.87956 
2.2,1,0.7,0.96086 
2.2,1,0.9,0.75911 
2.2,1.2,0.1,0.64803 
2.2,1.2,0.3,0.68616 
2.2,1.2,0.5,0.81327 
2.2,1.2,0.7,0.99484 
2.2,1.2,0.9,0.80111 
2.2,1.4,0.1,0.64724 
2.2,1.4,0.3,0.65681 
2.2,1.4,0.5,0.72999 
2.2,1.4,0.7,0.95523 
2.2,1.4,0.9,0.83962 
2.2,1.6,0.1,0.66290 
2.2,1.6,0.3,0.66383 
2.2,1.6,0.5,0.67258 
2.2,1.6,0.7,0.86707 
2.2,1.6,0.9,0.86727 
2.2,1.8,0.1,0.68258 
2.2,1.8,0.3,0.70458 
2.2,1.8,0.5,0.65562 
2.2,1.8,0.7,0.77216 
2.2,1.8,0.9,0.87842 
2.2,2,0.1,0.68970 
2.2,2,0.3,0.75807 
2.2,2,0.5,0.68341 
2.2,2,0.7,0.69914 
2.2,2,0.9,0.86951 
2.2,2.2,0.1,0.67751 
2.2,2.2,0.3,0.78569 
2.2,2.2,0.5,0.74895 
2.2,2.2,0.7,0.65659 
2.2,2.2,0.9,0.84354 
2.2,2.4,0.1,0.65717 
2.2,2.4,0.3,0.76375 
2.2,2.4,0.5,0.83409 
2.2,2.4,0.7,0.64781 
2.2,2.4,0.9,0.80582 
2.2,2.6,0.1,0.64523 
2.2,2.6,0.3,0.71132 
2.2,2.6,0.5,0.89185 
2.2,2.6,0.7,0.67119 
2.2,2.6,0.9,0.76403 
2.2,2.8,0.1,0.65058 
2.2,2.8,0.3,0.66684 
2.2,2.8,0.5,0.87756 
2.2,2.8,0.7,0.72770 
2.2,2.8,0.9,0.72349 
2.2,3,0.1,0.66986 
2.2,3,0.3,0.65597 
2.2,3,0.5,0.80338 
2.2,3,0.7,0.81236 
2.2,3,0.9,0.68885 
2.4,0.4,0.1,0.66674 
2.4,0.4,0.3,0.70452 
2.4,0.4,0.5,0.72256 
2.4,0.4,0.7,0.70382 
2.4,0.4,0.9,0.66071 
2.4,0.6,0.1,0.67939 
2.4,0.6,0.3,0.74675 
2.4,0.6,0.5,0.80460 
2.4,0.6,0.7,0.78206 
2.4,0.6,0.9,0.68670 
2.4,0.8,0.1,0.67445 
2.4,0.8,0.3,0.74889 
2.4,0.8,0.5,0.86228 
2.4,0.8,0.7,0.87876 
2.4,0.8,0.9,0.72079 
2.4,1,0.1,0.65791 
2.4,1,0.3,0.71216 
2.4,1,0.5,0.85044 
2.4,1,0.7,0.96265 
2.4,1,0.9,0.76164 
2.4,1.2,0.1,0.64664 
2.4,1.2,0.3,0.67272 
2.4,1.2,0.5,0.78387 
2.4,1.2,0.7,0.98952 
2.4,1.2,0.9,0.80436 
2.4,1.4,0.1,0.65085 
2.4,1.4,0.3,0.65830 
2.4,1.4,0.5,0.71165 
2.4,1.4,0.7,0.94296 
2.4,1.4,0.9,0.84353 
2.4,1.6,0.1,0.66768 
2.4,1.6,0.3,0.67828 
2.4,1.6,0.5,0.66991 
2.4,1.6,0.7,0.85248 
2.4,1.6,0.9,0.87149 
2.4,1.8,0.1,0.68471 
2.4,1.8,0.3,0.72372 
2.4,1.8,0.5,0.66860 
2.4,1.8,0.7,0.76071 
2.4,1.8,0.9,0.88183 
2.4,2,0.1,0.68618 
2.4,2,0.3,0.76691 
2.4,2,0.5,0.70944 
2.4,2,0.7,0.69294 
2.4,2,0.9,0.87219 
2.4,2.2,0.1,0.67071 
2.4,2.2,0.3,0.77389 
2.4,2.2,0.5,0.78013 
2.4,2.2,0.7,0.65771 
2.4,2.2,0.9,0.84475 
2.4,2.4,0.1,0.65202 
2.4,2.4,0.3,0.73715 
2.4,2.4,0.5,0.85389 
2.4,2.4,0.7,0.65626 
2.4,2.4,0.9,0.80605 
2.4,2.6,0.1,0.64502 
2.4,2.6,0.3,0.68838 
2.4,2.6,0.5,0.87941 
2.4,2.6,0.7,0.68870 
2.4,2.6,0.9,0.76338 
2.4,2.8,0.1,0.65445 
2.4,2.8,0.3,0.66019 
2.4,2.8,0.5,0.83752 
2.4,2.8,0.7,0.75390 
2.4,2.8,0.9,0.72268 
2.4,3,0.1,0.67347 
2.4,3,0.3,0.66552 
2.4,3,0.5,0.75946 
2.4,3,0.7,0.84366 
2.4,3,0.9,0.68818 
2.6,0.4,0.1,0.66359 
2.6,0.4,0.3,0.69664 
2.6,0.4,0.5,0.71793 
2.6,0.4,0.7,0.70353 
2.6,0.4,0.9,0.66103 
2.6,0.6,0.1,0.67384 
2.6,0.6,0.3,0.73156 
2.6,0.6,0.5,0.79337 
2.6,0.6,0.7,0.78152 
2.6,0.6,0.9,0.68687 
2.6,0.8,0.1,0.67063 
2.6,0.8,0.3,0.73611 
2.6,0.8,0.5,0.84713 
2.6,0.8,0.7,0.87842 
2.6,0.8,0.9,0.72177 
2.6,1,0.1,0.65938 
2.6,1,0.3,0.71066 
2.6,1,0.5,0.84025 
2.6,1,0.7,0.96208 
2.6,1,0.9,0.76300 
2.6,1.2,0.1,0.65048 
2.6,1.2,0.3,0.67488 
2.6,1.2,0.5,0.77870 
2.6,1.2,0.7,0.98728 
2.6,1.2,0.9,0.80607 
2.6,1.4,0.1,0.65046 
2.6,1.4,0.3,0.64412 
2.6,1.4,0.5,0.68884 
2.6,1.4,0.7,0.93468 
2.6,1.4,0.9,0.84390 
2.6,1.6,0.1,0.65821 
2.6,1.6,0.3,0.60763 
2.6,1.6,0.5,0.50825 
2.6,1.6,0.7,0.72290 
2.6,1.6,0.9,0.97356 
2.6,1.8,0.1,0.66838 
2.6,1.8,0.3,0.28562 
2.6,1.8,0.5,0.92581 
2.6,1.8,0.7,0.80007 
2.6,1.8,0.9,0.89018 
2.6,2,0.1,0.67549 
2.6,2,0.3,0.70952 
2.6,2,0.5,0.81890 
2.6,2,0.7,0.72473 
2.6,2,0.9,0.87766 
2.6,2.2,0.1,0.68027 
2.6,2.2,0.3,0.69565 
2.6,2.2,0.5,0.82384 
2.6,2.2,0.7,0.68984 
2.6,2.2,0.9,0.84858 
2.6,2.4,0.1,0.68963 
2.6,2.4,0.3,0.67647 
2.6,2.4,0.5,0.83656 
2.6,2.4,0.7,0.69135 
2.6,2.4,0.9,0.80854 
2.6,2.6,0.1,0.69409 
2.6,2.6,0.3,0.66730 
2.6,2.6,0.5,0.82261 
2.6,2.6,0.7,0.72669 
2.6,2.6,0.9,0.76518 
2.6,2.8,0.1,0.69112 
2.6,2.8,0.3,0.67524 
2.6,2.8,0.5,0.77989 
2.6,2.8,0.7,0.79358 
2.6,2.8,0.9,0.72333 
2.6,3,0.1,0.69076 
2.6,3,0.3,0.70129 
2.6,3,0.5,0.72918 
2.6,3,0.7,0.87950 
2.6,3,0.9,0.68871 
2.8,0.4,0.1,0.66091 
2.8,0.4,0.3,0.69191 
2.8,0.4,0.5,0.71487 
2.8,0.4,0.7,0.70303 
2.8,0.4,0.9,0.66109 
2.8,0.6,0.1,0.67023 
2.8,0.6,0.3,0.72484 
2.8,0.6,0.5,0.78655 
2.8,0.6,0.7,0.78132 
2.8,0.6,0.9,0.68729 
2.8,0.8,0.1,0.66818 
2.8,0.8,0.3,0.73227 
2.8,0.8,0.5,0.83812 
2.8,0.8,0.7,0.87825 
2.8,0.8,0.9,0.72214 
2.8,1,0.1,0.65794 
2.8,1,0.3,0.71129 
2.8,1,0.5,0.83280 
2.8,1,0.7,0.96137 
2.8,1,0.9,0.76412 
2.8,1.2,0.1,0.64733 
2.8,1.2,0.3,0.67637 
2.8,1.2,0.5,0.77138 
2.8,1.2,0.7,0.98493 
2.8,1.2,0.9,0.80717 
2.8,1.4,0.1,0.64242 
2.8,1.4,0.3,0.63663 
2.8,1.4,0.5,0.66549 
2.8,1.4,0.7,0.92661 
2.8,1.4,0.9,0.84142 
2.8,1.6,0.1,0.64319 
2.8,1.6,0.3,0.56417 
2.8,1.6,0.5,0.08033 
2.8,1.6,0.7,0.84432 
2.8,1.6,0.9,0.88941 
2.8,1.8,0.1,0.64588 
2.8,1.8,0.3,0.17720 
2.8,1.8,0.5,0.85452 
2.8,1.8,0.7,0.77479 
2.8,1.8,0.9,0.89303 
2.8,2,0.1,0.64709 
2.8,2,0.3,0.74679 
2.8,2,0.5,0.81697 
2.8,2,0.7,0.71294 
2.8,2,0.9,0.88050 
2.8,2.2,0.1,0.64688 
2.8,2.2,0.3,0.70736 
2.8,2.2,0.5,0.83047 
2.8,2.2,0.7,0.68500 
2.8,2.2,0.9,0.85033 
2.8,2.4,0.1,0.64838 
2.8,2.4,0.3,0.67903 
2.8,2.4,0.5,0.84093 
2.8,2.4,0.7,0.69230 
2.8,2.4,0.9,0.80875 
2.8,2.6,0.1,0.65412 
2.8,2.6,0.3,0.66283 
2.8,2.6,0.5,0.82058 
2.8,2.6,0.7,0.76417 
2.8,2.6,0.9,0.76425 
2.8,2.8,0.1,0.66448 
2.8,2.8,0.3,0.66454 
2.8,2.8,0.5,0.76696 
2.8,2.8,0.7,0.81186 
2.8,2.8,0.9,0.72204 
2.8,3,0.1,0.67466 
2.8,3,0.3,0.68569 
2.8,3,0.5,0.71559 
2.8,3,0.7,0.89895 
2.8,3,0.9,0.68686 
3,0.4,0.1,0.66690 
3,0.4,0.3,0.70448 
3,0.4,0.5,0.71834 
3,0.4,0.7,0.69821 
3,0.4,0.9,0.66022 
3,0.6,0.1,0.68886 
3,0.6,0.3,0.79336 
3,0.6,0.5,0.74871 
3,0.6,0.7,0.50915 
3,0.6,0.9,0.69387 
3,0.8,0.1,0.70679 
3,0.8,0.3,0.23290 
3,0.8,0.5,0.64076 
3,0.8,0.7,0.86935 
3,0.8,0.9,0.72630 
3,1,0.1,0.72143 
3,1,0.3,0.56103 
3,1,0.5,0.72178 
3,1,0.7,0.94183 
3,1,0.9,0.76882 
3,1.2,0.1,0.74938 
3,1.2,0.3,0.64414 
3,1.2,0.5,0.71411 
3,1.2,0.7,0.95397 
3,1.2,0.9,0.81392 
3,1.4,0.1,0.79123 
3,1.4,0.3,0.68123 
3,1.4,0.5,0.68928 
3,1.4,0.7,0.89737 
3,1.4,0.9,0.85529 
3,1.6,0.1,0.77275 
3,1.6,0.3,0.71478 
3,1.6,0.5,0.74048 
3,1.6,0.7,0.80914 
3,1.6,0.9,0.88419 
3,1.8,0.1,0.74183 
3,1.8,0.3,0.74662 
3,1.8,0.5,0.70414 
3,1.8,0.7,0.72694 
3,1.8,0.9,0.89367 
3,2,0.1,0.71377 
3,2,0.3,0.76654 
3,2,0.5,0.74804 
3,2,0.7,0.67035 
3,2,0.9,0.88116 
3,2.2,0.1,0.68889 
3,2.2,0.3,0.76765 
3,2.2,0.5,0.80964 
3,2.2,0.7,0.64560 
3,2.2,0.9,0.84942 
3,2.4,0.1,0.66985 
3,2.4,0.3,0.78814 
3,2.4,0.5,0.86700 
3,2.4,0.7,0.65038 
3,2.4,0.9,0.80556 
3,2.6,0.1,0.66221 
3,2.6,0.3,0.63628 
3,2.6,0.5,0.89318 
3,2.6,0.7,0.66869 
3,2.6,0.9,0.75577 
3,2.8,0.1,0.66853 
3,2.8,0.3,0.63854 
3,2.8,0.5,0.90921 
3,2.8,0.7,0.41207 
3,2.8,0.9,0.61417 
3,3,0.1,0.68572 
3,3,0.3,0.61121 
3,3,0.5,0.63368 
3,3,0.7,0.91583 
3,3,0.9,0.69311 
0.5,0.8,0.1,0.70363 
0.5,0.8,0.3,0.83947 
0.5,0.8,0.5,0.90796 
0.5,0.8,0.7,0.85053 
0.5,0.8,0.9,0.71314 
0.5,0.9,0.1,0.69144 
0.5,0.9,0.3,0.83702 
0.5,0.9,0.5,0.94061 
0.5,0.9,0.7,0.89566 
0.5,0.9,0.9,0.73042 
0.5,1,0.1,0.67668 
0.5,1,0.3,0.81409 
0.5,1,0.5,0.95394 
0.5,1,0.7,0.93740 
0.5,1,0.9,0.75016 
0.5,1.1,0.1,0.66210 
0.5,1.1,0.3,0.77998 
0.5,1.1,0.5,0.94494 
0.5,1.1,0.7,0.97125 
0.5,1.1,0.9,0.76899 
0.5,1.2,0.1,0.65013 
0.5,1.2,0.3,0.74130 
0.5,1.2,0.5,0.91508 
0.5,1.2,0.7,0.99285 
0.5,1.2,0.9,0.78759 
0.5,1.3,0.1,0.64204 
0.5,1.3,0.3,0.70464 
0.5,1.3,0.5,0.87199 
0.5,1.3,0.7,0.99905 
0.5,1.3,0.9,0.80721 
0.5,1.4,0.1,0.64119 
0.5,1.4,0.3,0.67719 
0.5,1.4,0.5,0.82248 
0.5,1.4,0.7,0.98887 
0.5,1.4,0.9,0.82339 
0.5,1.5,0.1,0.64480 
0.5,1.5,0.3,0.65270 
0.5,1.5,0.5,0.77281 
0.5,1.5,0.7,0.96378 
0.5,1.5,0.9,0.83751 
0.5,1.6,0.1,0.65365 
0.5,1.6,0.3,0.64141 
0.5,1.6,0.5,0.72850 
0.5,1.6,0.7,0.92660 
0.5,1.6,0.9,0.85037 
0.6,0.8,0.1,0.69864 
0.6,0.8,0.3,0.83767 
0.6,0.8,0.5,0.90781 
0.6,0.8,0.7,0.85040 
0.6,0.8,0.9,0.71332 
0.6,0.9,0.1,0.68967 
0.6,0.9,0.3,0.83554 
0.6,0.9,0.5,0.94041 
0.6,0.9,0.7,0.89554 
0.6,0.9,0.9,0.73104 
0.6,1,0.1,0.67477 
0.6,1,0.3,0.81563 
0.6,1,0.5,0.95220 
0.6,1,0.7,0.93782 
0.6,1,0.9,0.75004 
0.6,1.1,0.1,0.65879 
0.6,1.1,0.3,0.78008 
0.6,1.1,0.5,0.94289 
0.6,1.1,0.7,0.97141 
0.6,1.1,0.9,0.76866 
0.6,1.2,0.1,0.64837 
0.6,1.2,0.3,0.74311 
0.6,1.2,0.5,0.91449 
0.6,1.2,0.7,0.99362 
0.6,1.2,0.9,0.78825 
0.6,1.3,0.1,0.64076 
0.6,1.3,0.3,0.70778 
0.6,1.3,0.5,0.87038 
0.6,1.3,0.7,0.99913 
0.6,1.3,0.9,0.80598 
0.6,1.4,0.1,0.63750 
0.6,1.4,0.3,0.67636 
0.6,1.4,0.5,0.81983 
0.6,1.4,0.7,0.98836 
0.6,1.4,0.9,0.82316 
0.6,1.5,0.1,0.64257 
0.6,1.5,0.3,0.65467 
0.6,1.5,0.5,0.77018 
0.6,1.5,0.7,0.96262 
0.6,1.5,0.9,0.83749 
0.6,1.6,0.1,0.65013 
0.6,1.6,0.3,0.64435 
0.6,1.6,0.5,0.72605 
0.6,1.6,0.7,0.92602 
0.6,1.6,0.9,0.85017 
0.7,0.8,0.1,0.70161 
0.7,0.8,0.3,0.83723 
0.7,0.8,0.5,0.90735 
0.7,0.8,0.7,0.85154 
0.7,0.8,0.9,0.71351 
0.7,0.9,0.1,0.69182 
0.7,0.9,0.3,0.83196 
0.7,0.9,0.5,0.93909 
0.7,0.9,0.7,0.89749 
0.7,0.9,0.9,0.73108 
0.7,1,0.1,0.67800 
0.7,1,0.3,0.81087 
0.7,1,0.5,0.95146 
0.7,1,0.7,0.93898 
0.7,1,0.9,0.75007 
0.7,1.1,0.1,0.66347 
0.7,1.1,0.3,0.77840 
0.7,1.1,0.5,0.94111 
0.7,1.1,0.7,0.97277 
0.7,1.1,0.9,0.76936 
0.7,1.2,0.1,0.65158 
0.7,1.2,0.3,0.74279 
0.7,1.2,0.5,0.91169 
0.7,1.2,0.7,0.99369 
0.7,1.2,0.9,0.78866 
0.7,1.3,0.1,0.64381 
0.7,1.3,0.3,0.70379 
0.7,1.3,0.5,0.86746 
0.7,1.3,0.7,0.99918 
0.7,1.3,0.9,0.80673 
0.7,1.4,0.1,0.64175 
0.7,1.4,0.3,0.67406 
0.7,1.4,0.5,0.81861 
0.7,1.4,0.7,0.98802 
0.7,1.4,0.9,0.82425 
0.7,1.5,0.1,0.64594 
0.7,1.5,0.3,0.65554 
0.7,1.5,0.5,0.76904 
0.7,1.5,0.7,0.96149 
0.7,1.5,0.9,0.83904 
0.7,1.6,0.1,0.65542 
0.7,1.6,0.3,0.64544 
0.7,1.6,0.5,0.72533 
0.7,1.6,0.7,0.92432 
0.7,1.6,0.9,0.85060 
0.8,0.8,0.1,0.70109 
0.8,0.8,0.3,0.83398 
0.8,0.8,0.5,0.90644 
0.8,0.8,0.7,0.85239 
0.8,0.8,0.9,0.71335 
0.8,0.9,0.1,0.69141 
0.8,0.9,0.3,0.83083 
0.8,0.9,0.5,0.93802 
0.8,0.9,0.7,0.89805 
0.8,0.9,0.9,0.73123 
0.8,1,0.1,0.67833 
0.8,1,0.3,0.80856 
0.8,1,0.5,0.94975 
0.8,1,0.7,0.93968 
0.8,1,0.9,0.75075 
0.8,1.1,0.1,0.66321 
0.8,1.1,0.3,0.77634 
0.8,1.1,0.5,0.93951 
0.8,1.1,0.7,0.97370 
0.8,1.1,0.9,0.76955 
0.8,1.2,0.1,0.65116 
0.8,1.2,0.3,0.73909 
0.8,1.2,0.5,0.90931 
0.8,1.2,0.7,0.99422 
0.8,1.2,0.9,0.78957 
0.8,1.3,0.1,0.64352 
0.8,1.3,0.3,0.70491 
0.8,1.3,0.5,0.86490 
0.8,1.3,0.7,0.99919 
0.8,1.3,0.9,0.80787 
0.8,1.4,0.1,0.64181 
0.8,1.4,0.3,0.67434 
0.8,1.4,0.5,0.81491 
0.8,1.4,0.7,0.98724 
0.8,1.4,0.9,0.82436 
0.8,1.5,0.1,0.64582 
0.8,1.5,0.3,0.65307 
0.8,1.5,0.5,0.76601 
0.8,1.5,0.7,0.96080 
0.8,1.5,0.9,0.83924 
0.8,1.6,0.1,0.65511 
0.8,1.6,0.3,0.64398 
0.8,1.6,0.5,0.72258 
0.8,1.6,0.7,0.92252 
0.8,1.6,0.9,0.85140 
0.9,0.8,0.1,0.69993 
0.9,0.8,0.3,0.83207 
0.9,0.8,0.5,0.90608 
0.9,0.8,0.7,0.85269 
0.9,0.8,0.9,0.71302 
0.9,0.9,0.1,0.69063 
0.9,0.9,0.3,0.82793 
0.9,0.9,0.5,0.93715 
0.9,0.9,0.7,0.89860 
0.9,0.9,0.9,0.73227 
0.9,1,0.1,0.67729 
0.9,1,0.3,0.80699 
0.9,1,0.5,0.94741 
0.9,1,0.7,0.94113 
0.9,1,0.9,0.75129 
0.9,1.1,0.1,0.66430 
0.9,1.1,0.3,0.77358 
0.9,1.1,0.5,0.93650 
0.9,1.1,0.7,0.97454 
0.9,1.1,0.9,0.77099 
0.9,1.2,0.1,0.65140 
0.9,1.2,0.3,0.73874 
0.9,1.2,0.5,0.90525 
0.9,1.2,0.7,0.99474 
0.9,1.2,0.9,0.78946 
0.9,1.3,0.1,0.64420 
0.9,1.3,0.3,0.70268 
0.9,1.3,0.5,0.86110 
0.9,1.3,0.7,0.99920 
0.9,1.3,0.9,0.80960 
0.9,1.4,0.1,0.64227 
0.9,1.4,0.3,0.67281 
0.9,1.4,0.5,0.81217 
0.9,1.4,0.7,0.98657 
0.9,1.4,0.9,0.82589 
0.9,1.5,0.1,0.64572 
0.9,1.5,0.3,0.65290 
0.9,1.5,0.5,0.76288 
0.9,1.5,0.7,0.95942 
0.9,1.5,0.9,0.84041 
0.9,1.6,0.1,0.65630 
0.9,1.6,0.3,0.64309 
0.9,1.6,0.5,0.71955 
0.9,1.6,0.7,0.92067 
0.9,1.6,0.9,0.85179 
1,0.8,0.1,0.69963 
1,0.8,0.3,0.83149 
1,0.8,0.5,0.90557 
1,0.8,0.7,0.85451 
1,0.8,0.9,0.71474 
1,0.9,0.1,0.69004 
1,0.9,0.3,0.82693 
1,0.9,0.5,0.93568 
1,0.9,0.7,0.90067 
1,0.9,0.9,0.73212 
1,1,0.1,0.67697 
1,1,0.3,0.80548 
