period,f,h,T
3,0.5,1.5,0.677588208
3,0.5,1.6,0.740476789
3,0.5,1.8,0.704139419
3,0.5,2,0.748044783
3,0.5,2.2,0.809640286
3,0.5,2.4,0.867003156
3,0.5,2.5,0.884281409
3,0.5,2.6,0.893177091
3,0.5,2.8,0.909205335
3,0.5,3,0.633681375
3,0.6,0.5,0.744944482
3,0.6,1,0.840281208
3,0.6,1.5,0.738046008
3,0.6,2,0.678392419
3,0.6,2.5,0.830297302
3,0.7,0.4,0.698211536
3,0.7,0.5,0.716759756
3,0.7,0.6,0.509153239
3,0.7,0.8,0.869353757
3,0.7,1,0.941828671
3,0.7,1.2,0.95396747
3,0.7,1.4,0.89737437
3,0.7,1.5,0.854712871
3,0.7,1.6,0.809142882
3,0.7,1.8,0.726942005
3,0.7,2,0.670348415
3,0.7,2.2,0.64560034
3,0.7,2.4,0.650381834
3,0.7,2.5,0.660130805
3,0.7,2.6,0.668685904
3,0.7,2.8,0.412071295
3,0.7,3,0.915834973
3,0.8,0.5,0.689376758
3,0.8,1,0.908639286
3,0.8,1.5,0.98773131
3,0.8,2,0.801787388
3,0.8,2.5,0.643000354
3,0.9,0.4,0.660218467
3,0.9,0.5,0.665368174
3,0.9,0.6,0.693865686
3,0.9,0.8,0.72629502
3,0.9,1,0.768817432
3,0.9,1.2,0.813923711
3,0.9,1.4,0.855292676
3,0.9,1.5,0.871772336
3,0.9,1.6,0.88419449
3,0.9,1.8,0.893668638
3,0.9,2,0.881164792
3,0.9,2.2,0.849421993
3,0.9,2.4,0.805564826
3,0.9,2.5,0.781367325
3,0.9,2.6,0.755772334
3,0.9,2.8,0.614165542
3,0.9,3,0.693106635
